"country","SFTGcode","COW","risk_in_2020","risk_in_2020_21","anymk.ongoing","anymk.ever","reg.afr","reg.eap","reg.eur","reg.mna","reg.sca","countryage.ln","popsize.ln.combined","imr.sqrt","gdppcgrowth.combined","ios.iccpr1","includesnonstate","minorityrule","elf.ethnic","battledeaths.ln","candidaterestriction","partyban","judicialreform","religiousfreedom","pol_killing_approved","freemove_men4","freemove_women4","freediscussion","social_inequality","even_civilrights","repress_civilsoc","social_power_dist","ses_power_dist","tradeshare.ln.combined","coup.try.5yr"
"Swaziland","SWA",572,0.005972,0.005922,0,0,1,0,0,0,0,3.95124371858143,13.9536450898686,6.557438524302,2.01391840497347,0,1,1,0.06,0,1,1,1,2,0,0,0,0.183,0,0,0,1,-1.206,4.43572546209663,0
"Bahrain","BAH",692,0.005917,0.01444,0,0,0,0,0,1,0,3.89182029811063,14.3109211787173,2.46981780704569,1.81956900625906,0,1,1,0.5,0,0,3,1,2,0,0,0,0.218,1,0,1,1,-1.914,5.01995740324844,0
"Venezuela","VEN",101,0.005811,0.006741,0,0,0,0,0,0,0,5.24702407216049,17.1659698945682,4.62601340248815,-0.14,1,1,1,0.5,0,1,3,1,3,0,1,1,0.328,0,0,0,1,1.183,-2.11359348897597,0
"Gabon","GAB",481,0.005807,0.00919,0,0,1,0,0,0,0,4.0943445622221,14.5914254990969,5.71839138219832,3.39411015217392,0,1,0,0.77,0,1,4,1,4,0,1,1,0.896,0,0,0,1,0.386,4.28962565174613,1
"Kazakhstan","KZK",705,0.005806,0.00591,0,0,0,0,0,0,1,3.36729582998647,16.7340339796796,2.96647939483827,4.50000000008481,1,1,0,0.62,0,0,2,1,2,0,1,0,0.568,0,0,0,0,-0.58,4.16560273956485,0
"Guinea-Bissau","GNB",404,0.005462,0.007265,0,0,1,0,0,0,0,3.8286413964891,14.4683158370742,7.34846922834954,4.60009404540054,1,1,0,0.81,0,1,4,1,4,0,1,1,0.73,0,0,0,1,-0.253,4.04320135915522,0
"Malaysia","MAL",820,0.005458,0.008207,0,0,0,1,0,0,0,4.14313472639153,17.2796757591077,2.58843582110896,4.3302184155654,0,1,1,0.59,0,1,4,1,3,0,1,1,0.642,0,0,0,1,1.251,4.81292351798713,0
"Canada","CAN",20,0.005353,0.006353,0,0,0,0,0,0,0,5.03043792139244,17.4422289824666,2.07364413533277,1.65604085428095,1,1,0,0.71,0,1,4,1,4,0,1,1,0.959,0,0,0,0,2.054,4.17402881328293,0
"Benin","BEN",434,0.005302,0.006952,0,0,1,0,0,0,0,4.0943445622221,16.2837076270518,7.77817459305202,6.86568733525598,1,1,0,0.79,0,1,4,1,4,0,1,1,0.725,0,1,0,0,1.137,4.15389146333416,0
"Saudi Arabia","SAU",670,0.005209,0.007841,0,0,0,0,0,1,0,4.47733681447821,17.3497379399082,2.44948974278318,0.331435726946069,0,1,1,0.18,0,1,0,1,0,0,0,0,0.232,0,1,0,1,-1.206,4.12976111321165,0
"Ghana","GHA",452,0.005074,0.006964,0,0,1,0,0,0,0,4.14313472639153,17.2305403623642,5.90762219509677,6.47839480535899,1,1,0,0.67,0,1,4,2,4,0,1,1,0.866,0,1,0,0,0.741,4.2679923719359,0
"Cuba","CUB",40,0.004869,0.004617,0,1,0,0,0,0,0,5.02388052084628,16.2432719997075,1.92353840616713,0.016,0,1,0,0.59,0,1,0,1,3,0,0,0,0.248,0,1,0,0,1.287,3.2993406540198,0
"Djibouti","DJI",522,0.004712,0.004134,0,0,1,0,0,0,0,3.76120011569356,13.7887147351771,7.05691150575094,7.47031842181347,1,1,0,0.8,0,1,3,1,2,0,1,0,0.514,0,0,0,0,-0.71,5.69798666744206,0
"Israel","ISR",666,0.00471,0.00826,0,0,0,0,0,1,0,4.27666611901606,16.0186398900948,1.73205080756888,3.51408454632801,0,1,0,0.34,3.93182563272433,1,4,1,4,0,1,1,0.808,0,0,0,0,0.834,4.06842198390337,0
"Honduras","HON",91,0.004573,0.004543,0,0,0,0,0,0,0,5.2040066870768,16.0923795072386,3.88587184554509,2.65276116021215,1,1,0,0.19,0,1,4,0,4,0,1,0,0.626,0,0,0,1,-1.373,4.57071694348384,0
"Bosnia and Herzegovina","BOS",346,0.004515,0.005282,0,1,0,0,1,0,0,3.3322045101752,15.0097360108353,2.23606797749979,2.58262786645444,1,1,0,0.63,0,1,4,1,4,0,1,0,0.657,0,0,0,1,0.454,4.56310385799124,0
"Jordan","JOR",663,0.004454,0.009744,0,1,0,0,0,1,0,4.30406509320417,16.1282136905199,3.72827037646145,2,0,1,1,0.59,0,1,4,1,3,0,1,0,0.727,0,1,0,1,0.639,4.47297695909974,0
"Namibia","NAM",565,0.004434,0.005402,0,0,1,0,0,0,0,3.40119738166216,14.7296108926691,5.3851648071345,-1.13409795187005,1,1,0,0.63,0,1,4,1,4,0,1,1,0.831,0,0,0,1,1.17,4.42455395070556,0
"Tunisia","TUN",616,0.004425,0.006962,0,0,0,0,0,1,0,4.15888308335967,16.2746479303496,3.82099463490856,1.04278001589519,1,1,0,0.04,0,1,4,2,3,0,1,1,0.757,0,0,0,0,1.423,4.70533390707512,0
"Papua New Guinea","PNG",910,0.004243,0.006067,0,1,0,1,0,0,0,3.80666248977032,15.9875437010971,6.16441400296898,5.62379797684798,0,1,0,0.27,0,1,4,1,4,0,1,1,0.832,0,1,0,0,-0.273,-0.74876087893677,0
"Qatar","QAT",694,0.004006,0.006073,0,0,0,0,0,1,0,3.89182029811063,14.856517391708,2.40831891575846,-0.183327100617944,0,1,1,0.75,0,0,1,1,1,0,0,0,0.155,0,1,0,1,-1.667,4.46069180774324,0
"Botswana","BOT",571,0.003963,0.004706,0,0,1,0,0,0,0,3.98898404656427,14.650025781733,5.47722557505166,2.96613593278983,0,1,0,0.41,0,0,4,1,4,0,1,1,0.845,0,0,0,0,0.495,4.30555913848452,0
"Lebanon","LEB",660,0.003915,0.0059,0,0,0,0,0,1,0,4.34380542185368,15.74059287724,2.5298221281347,-5.6371706405001,0,1,0,0.13,0,1,4,1,3,0,1,0,0.671,0,0,0,0,-0.431,4.15279692530648,0
"Serbia","SRB",345,0.003911,0.00447,0,0,0,0,1,0,0,2.63905732961526,15.7535289344521,2.19089023002066,4.18709870016374,1,1,0,0.57,0,1,4,1,4,0,1,1,0.756,0,0,0,1,1.248,4.72423353009564,0
"Paraguay","PAR",150,0.003871,0.004077,0,0,0,0,0,0,0,5.34233425196481,15.7677770341306,4.14728827066554,-0.029914393294078,1,1,1,0.17,0,1,4,1,4,0,1,1,0.792,0,0,0,1,0.283,4.23638797755363,0
"Panama","PAN",95,0.003768,0.003722,0,0,0,0,0,0,0,4.76217393479776,15.261591307328,3.61939221417077,3.00638929488115,1,1,0,0.55,0,1,4,1,4,0,1,1,0.873,0,0,0,0,0.062,4.49303290101186,0
"Kuwait","KUW",690,0.003767,0.005192,0,0,0,0,0,1,0,4.07753744390572,15.2522800914011,2.58843582110896,0.412348552959656,0,1,0,0.66,0,0,2,1,3,0,1,0,0.433,0,0,0,1,-0.44,4.61003415845072,0
"Moldova","MLD",359,0.003626,0.00389,0,0,0,0,1,0,0,3.36729582998647,14.7929479400802,3.68781778291716,3.45627812183513,1,1,0,0.55,0,1,4,1,4,0,1,1,0.851,0,0,0,1,0.168,4.45165448617931,0
"Germany","GER",255,0.003441,0.003737,0,0,0,0,1,0,0,3.40119738166216,18.2359498750956,1.7606816861659,0.564174893341843,1,1,0,0.17,0,1,4,1,4,0,1,1,0.967,0,1,0,0,1.979,4.47845733004578,0
"South Korea","ROK",732,0.003392,0.004076,0,1,0,1,0,0,0,4.27666611901606,17.7611443007857,1.6431676725155,2.03315097078062,1,1,0,0,0,1,4,1,4,0,1,1,0.958,0,1,0,0,1.357,4.34002419240112,0
"Poland","POL",290,0.003379,0.003907,0,1,0,0,1,0,0,4.62497281328427,17.4523299501153,1.94935886896179,4.1470237556496,1,1,0,0.12,0,1,4,0,4,0,1,1,0.824,0,1,0,0,2.077,4.66572391349451,0
"Ecuador","ECU",130,0.003324,0.003852,0,0,0,0,0,0,0,5.24702407216049,16.6704659392557,3.4928498393146,0.0537188288209904,1,1,0,0.66,0,1,4,1,4,0,1,1,0.943,0,1,0,1,0.674,3.84459848065325,0
"Romania","RUM",360,0.003261,0.003814,0,1,0,0,1,0,0,4.96284463025991,16.7785411114808,2.46981780704569,4.07954831035234,1,1,0,0.31,0,1,4,0,4,0,1,1,0.877,0,1,0,0,0.317,4.43745979506778,0
"Guyana","GUY",110,0.003224,0.003092,0,0,0,0,0,0,0,3.98898404656427,13.5705890797335,5.00999001995014,4.69589172228575,1,1,0,0.62,0,0,4,1,4,0,1,1,0.883,0,0,0,1,0.884,4.37048230994165,0
"Lesotho","LES",570,0.003186,0.003446,0,0,1,0,0,0,0,3.98898404656427,14.5694084700356,8.10555365166378,1.51600143941178,1,1,0,0.26,0,1,4,1,4,0,1,1,0.744,0,1,0,1,0.816,4.90247020556384,0
"The Gambia","GAM",420,0.003179,0.003678,0,0,1,0,0,0,0,4.00733318523247,14.6689492391431,6.2449979983984,5.97520433213347,1,1,0,0.79,0,0,4,1,4,0,1,1,0.803,0,1,0,1,1.185,4.18181268143139,0
"Fiji","FJI",950,0.003117,0.003367,0,0,0,1,0,0,0,3.91202300542815,13.6989239313251,4.6475800154489,1.0632603443498,0,1,0,0.55,0,1,4,1,3,0,1,1,0.553,0,0,0,1,0.891,-0.417854363358036,0
"Chile","CHL",155,0.003112,0.003899,0,1,0,0,0,0,0,5.30826769740121,16.7574220298842,2.48997991959775,1.05444255073994,1,1,0,0.19,0,1,4,1,4,0,1,1,0.87,0,1,0,1,0.663,4.03886336735424,0
"Croatia","CRO",344,0.003099,0.003173,0,0,0,0,1,0,0,3.36729582998647,15.2185391180753,2,2.93606563981361,1,1,0,0.37,0,1,4,1,4,0,1,1,0.741,0,0,0,1,0.33,4.6332694119916,0
"Timor-Leste","ETM",860,0.002992,0.003296,0,0,0,1,0,0,0,2.89037175789616,14.0725676875485,6.26897120746299,3.41419234594697,0,1,0,0.9,0,1,4,1,4,0,1,1,0.886,0,1,0,0,0.325,4.14323859775099,0
"Japan","JPN",740,0.002989,0.003333,0,0,0,1,0,0,0,7.2152399787301,18.6538928844735,1.34164078649987,0.654151650312727,0,1,0,0.01,0,1,4,1,4,0,1,1,0.815,0,1,0,0,1.989,3.60594631428231,0
"United Kingdom","UKG",200,0.002977,0.003387,0,0,0,0,1,0,0,6.18208490671663,18.017728550827,1.89736659610103,1.40864210073207,0,1,0,0.12,0,1,4,1,4,0,1,1,0.955,0,1,0,0,0.933,4.16283896475708,0
"Spain","SPN",230,0.002944,0.003032,0,0,0,0,1,0,0,6.26909628370626,17.6672904650367,1.58113883008419,1.97910056122981,1,1,0,0.42,0,1,4,2,4,0,1,1,0.875,0,1,0,0,1.113,4.20345407113596,0
"Italy","ITA",325,0.002919,0.002875,0,0,0,0,1,0,0,5.06890420222023,17.9147994766854,1.61245154965971,0.301256161257641,1,1,0,0.11,0,1,4,1,4,0,1,1,0.968,0,1,0,0,1.989,4.09666569957972,0
"France","FRN",220,0.002853,0.00281,0,0,0,0,1,0,0,7.07072410726028,18.0210966139428,1.84390889145858,1.5085940345287,1,1,0,0.1,0,1,4,2,4,0,1,1,0.927,0,1,0,0,1.015,4.16701754985416,0
"El Salvador","SAL",92,0.002751,0.00323,0,1,0,0,0,0,0,5.18738580584076,15.6801413898215,3.43511280746353,2.38236290798393,1,1,0,0.2,0,1,4,1,4,0,1,1,0.842,0,1,0,1,-0.331,4.34612580139435,0
"Georgia","GRG",372,0.002719,0.003222,0,1,0,0,1,0,0,3.36729582998647,15.1293369091493,2.94957624075053,5.13681326408893,1,1,0,0.49,0,1,4,1,4,0,1,1,0.967,0,1,0,1,1.038,4.76104929855755,0
"Bulgaria","BUL",355,0.002679,0.002861,0,1,0,0,1,0,0,4.95582705760126,15.757951983663,2.42899156029822,3.3716155456754,1,1,0,0.4,0,1,4,1,4,0,1,1,0.853,0,1,0,0,0.948,4.81804604454071,0
"Hungary","HUN",310,0.002499,0.00285,0,1,0,0,1,0,0,5.14166355650266,16.0948218039439,1.89736659610103,4.92779227450188,1,1,0,0.15,0,1,4,1,4,0,1,1,0.829,0,1,0,1,0.601,5.0936308186455,0
"Australia","AUL",900,0.002462,0.002276,0,0,0,1,0,0,0,4.77912349311153,17.0488535074979,1.7606816861659,1.89682574004799,1,1,0,0.09,0,1,4,1,4,0,1,1,0.937,0,1,0,0,0.774,3.82179661784776,0
"Belgium","BEL",211,0.002382,0.002155,0,0,0,0,1,0,0,5.24702407216049,16.2564701094837,1.70293863659264,1.40445520080598,1,1,0,0.56,0,1,4,1,4,0,1,1,0.943,0,1,0,0,1.989,5.09554748932995,0
"Bhutan","BHU",760,0.002329,0.001922,0,0,0,0,0,0,1,4.90527477843843,13.5451338796688,4.97995983919549,0.074,0,1,0,0.6,0,1,3,1,2,0,1,0,0.676,0,1,0,0,1.356,4.46258900144291,0
"Czech Republic","CZR",316,0.00229,0.002087,0,0,0,0,1,0,0,3.29583686600433,16.1829193501788,1.6431676725155,2.56593123327613,1,1,0,0.32,0,1,4,1,4,0,1,1,0.963,0,1,0,0,1.053,4.97588141760248,0
"Belarus","BLR",370,0.002218,0.001953,0,0,0,0,1,0,0,3.36729582998647,16.0633074142633,1.61245154965971,1.22209662862558,1,1,0,0.32,0,1,4,1,3,0,1,1,0.725,0,1,0,0,1.914,4.89294717503128,0
"Netherlands","NTH",210,0.002192,0.001845,0,0,0,0,1,0,0,6.11368217983223,16.6681141028734,1.8165902124585,1.81050308239988,1,1,0,0.11,0,1,4,1,4,0,1,1,0.925,0,1,0,0,1.85,5.03904344783812,0
"Albania","ALB",339,0.002175,0.002154,0,1,0,0,1,0,0,4.68213122712422,14.8642989983956,2.79284800875379,2.21406315283737,1,1,0,0.22,0,1,4,1,4,0,1,1,0.815,0,1,0,0,-1.289,4.34027060453619,0
"Switzerland","SWZ",225,0.002164,0.002097,0,0,0,0,1,0,0,6.59167373200866,15.9643419589876,1.92353840616713,0.928832440259029,0,1,0,0.53,0,1,4,1,4,0,1,1,0.92,0,1,0,0,1.642,4.78280155779437,0
"Mongolia","MON",712,0.002159,0.001814,0,0,0,1,0,0,0,4.69134788222914,14.9864952898171,3.74165738677394,5.09916789591993,1,1,0,0.37,0,1,4,2,4,0,1,1,0.952,0,1,0,0,1.107,4.83436635103708,0
"Jamaica","JAM",51,0.00214,0.00177,0,0,0,0,0,0,0,4.06044301054642,14.8967321682474,3.5213633723318,0.700000000000017,1,1,0,0.41,0,1,4,1,4,0,1,1,0.924,0,1,0,0,1.526,4.48893274982714,0
"Trinidad and Tobago","TRI",52,0.002094,0.001749,0,0,0,0,0,0,0,4.06044301054642,14.1483856182116,4.04969134626332,-0.00237163220216985,1,1,0,0.65,0,1,4,1,4,0,1,1,0.883,0,1,0,0,0.422,-0.273321998475972,0
"Greece","GRC",350,0.002088,0.001702,0,0,0,0,1,0,0,5.23644196282995,16.1872785577208,1.89736659610103,1.87086967360185,1,1,0,0.16,0,1,4,1,3,0,1,1,0.959,0,1,0,0,2.565,4.30924714012883,0
"Slovakia","SLO",317,0.002059,0.001911,0,0,0,0,1,0,0,3.29583686600433,15.5118732269699,2.14476105895272,2.3985688583486,1,1,0,0.25,0,1,4,1,3,0,1,1,0.931,0,1,0,1,1.244,5.22170597295029,0
"New Zealand","NEW",920,0.002006,0.001644,0,0,0,1,0,0,0,4.72738781871234,15.4082091463941,2.16794833886788,2.17097838905372,1,1,0,0.4,0,1,4,1,4,0,1,1,0.945,0,1,0,0,1.806,4.02431454397749,0
"Oman","OMA",698,0.002001,0.001823,0,0,0,0,0,1,0,5.91350300563827,15.4199331145005,3.13049516849971,0.499999999999986,0,1,1,0.44,0,1,0,1,3,0,1,0,0.321,0,1,0,1,-0.503,4.61200823960466,0
"Costa Rica","COS",94,0.001999,0.001626,0,0,0,0,0,0,0,5.29330482472449,15.4344157142868,2.75680975041804,2.08385993806746,1,1,0,0.24,0,1,4,1,4,0,1,1,0.936,0,1,0,0,0.676,4.19115385771382,0
"Singapore","SIN",830,0.001986,0.002118,0,0,0,1,0,0,0,4.00733318523247,15.5566026772116,1.51657508881031,0.733309934559728,0,1,1,0.39,0,1,4,1,3,0,1,1,0.468,0,1,0,1,0.759,5.76565614067355,0
"Austria","AUS",305,0.001967,0.001628,0,0,0,0,1,0,0,4.62497281328427,15.9989817676169,1.70293863659264,1.61295932765668,1,1,0,0.11,0,1,4,1,3,0,1,1,0.953,0,1,0,0,0.819,4.67957893061457,0
"Armenia","ARM",371,0.001945,0.001572,0,0,0,0,1,0,0,3.36729582998647,14.8999329782934,3.3166247903554,7.59999999999998,1,1,0,0.13,0,0,4,1,3,0,1,1,0.91,0,1,0,0,0.21,4.51559864985567,0
"Cyprus","CYP",352,0.001942,0.00138,0,0,0,0,1,0,0,4.0943445622221,13.9966439091214,1.37840487520902,3.23009031446846,1,1,0,0.09,0,1,4,1,4,0,1,1,0.927,0,0,0,0,1.737,4.96034470665375,0
"Macedonia","MAC",343,0.001942,0.001812,0,0,0,0,1,0,0,3.36729582998647,14.5697391971513,2.72029410174709,0,1,1,0,0.5,0,1,4,1,3,0,1,1,0.741,0,1,0,1,-0.576,-1.03691204015754,0
"Portugal","POR",235,0.00186,0.001441,0,0,0,0,1,0,0,6.77650699237218,16.1446808130101,1.7606816861659,2.16440359317662,1,1,0,0.05,0,1,4,1,4,0,1,1,0.96,0,1,0,0,1.44,4.47325130970353,0
"Mauritius","MAS",590,0.00185,0.001552,0,0,1,0,0,0,0,3.95124371858143,14.0511445775858,3.68781778291716,3.55078438012413,1,1,0,0.46,0,0,4,1,4,0,1,1,0.918,0,1,0,0,1.447,4.53054337644674,0
"Sweden","SWD",380,0.001846,0.001428,0,0,0,0,1,0,0,6.20859002609663,16.1462411248246,1.48323969741913,1.19485342626979,1,1,0,0.06,0,1,4,1,4,0,1,1,0.832,0,1,0,0,1.959,4.5051940854964,0
"Uruguay","URU",165,0.001802,0.001362,0,0,0,0,0,0,0,5.27299955856375,15.0572801775665,2.5298221281347,0.222121734706946,1,1,0,0.25,0,1,4,1,4,0,1,1,0.944,0,1,0,0,2.003,3.71430599322832,0
"Latvia","LAT",367,0.001755,0.001425,0,0,0,0,1,0,0,3.36729582998647,14.4640729443778,1.8165902124585,2.19744176834507,1,1,0,0.59,0,1,4,2,4,0,1,1,0.946,0,1,0,0,1.268,4.78523972938967,0
"Ireland","IRE",205,0.00175,0.001337,0,0,0,0,1,0,0,4.58496747867057,15.4131681541428,1.7606816861659,5.54976705317371,1,1,0,0.12,0,1,4,1,4,0,1,1,0.949,0,1,0,0,1.75,5.47736311241017,0
"Lithuania","LIT",368,0.001735,0.001364,0,0,0,0,1,0,0,3.36729582998647,14.8404203307317,1.8165902124585,3.93040797628885,1,1,0,0.32,0,1,4,1,4,0,1,1,0.806,0,1,0,0,1.124,5.01449942215177,0
"Solomon Islands","SOL",940,0.00169,0.001178,0,0,0,1,0,0,0,3.73766961828337,13.4147687773612,4.13521462562707,2.69398505322623,0,1,0,0.11,0,1,4,1,4,0,1,0,0.815,0,1,0,0,0.607,-0.0658078594213294,0
"Finland","FIN",375,0.001685,0.001241,0,0,0,0,1,0,0,4.62497281328427,15.5239453006934,1.18321595661992,0.979581810261166,1,1,0,0.13,0,1,4,0,3,0,1,1,0.94,0,1,0,0,2.535,4.37533773038844,0
"Norway","NOR",385,0.001675,0.001241,0,0,0,0,1,0,0,4.74493212836325,15.4922137704928,1.44913767461894,1.15472193916453,1,1,0,0.06,0,0,4,1,4,0,1,1,0.903,0,1,0,0,2.361,4.27869876915237,0
"Denmark","DEN",390,0.001674,0.001193,0,0,0,0,1,0,0,6.96129604591017,15.5765621633656,1.89736659610103,2.36584645609345,1,1,0,0.08,0,1,4,1,4,0,1,1,0.94,0,1,0,0,2.704,4.65397637296421,0
"Estonia","EST",366,0.001512,0.00111,0,0,0,0,1,0,0,3.36729582998647,14.0981222979779,1.44913767461894,4.33448747297108,1,1,0,0.51,0,1,4,1,4,0,1,1,0.943,0,1,0,0,1.958,4.94985266370208,0
"Slovenia","SLV",349,0.001486,0.00109,0,0,0,0,1,0,0,3.36729582998647,14.5516913655813,1.30384048104053,2.44299191497164,1,1,0,0.22,0,1,4,1,4,0,1,1,0.925,0,1,0,0,1.098,5.07352320559061,0
"Montenegro","MNE",341,0.001426,0.001189,0,0,0,0,1,0,0,2.63905732961526,13.340915604703,1.51657508881031,3.62080834117864,1,1,0,0.7,0,1,4,1,3,0,1,1,0.711,0,1,0,1,-0.389,4.69550348144175,0
